experiment-type,i,elapsed_time,std,ci
async-diff-vm,0,0.0261476198832194,0.0050580122250226,0.0018099864292974257
async-diff-vm,1,0.023601365089416505,0.003960128160714769,0.0014171136625001496
async-diff-vm,2,0.022101497650146483,0.0038305623229790507,0.0013707491229203437
async-diff-vm,3,0.02260387738545736,0.0037809844747929405,0.0013530079177949987
async-diff-vm,4,0.02154545783996582,0.004284446198920321,0.0015331693819830715
async-diff-vm,5,0.02135456403096517,0.004140321236073114,0.0014815949263924121
async-diff-vm,6,0.02148890495300293,0.0037302591384378854,0.001334856089301981
async-diff-vm,7,0.021024370193481447,0.004136604720474872,0.0014802649883658072
async-diff-vm,8,0.020304346084594728,0.0040382767921682714,0.0014450787911131737
async-diff-vm,9,0.02095941702524821,0.004431760606879743,0.0015858851658492024
async-diff-vm,10,0.02066083749135335,0.0038464584501044395,0.0013764374789573266
async-diff-vm,11,0.01918927828470866,0.004152398843678552,0.0014859168427681926
async-diff-vm,12,0.021466565132141114,0.0029883298682735807,0.0010693601097049893
async-diff-vm,13,0.018178089459737142,0.004392444307185734,0.001571816008692108
async-diff-vm,14,0.020731671651204427,0.005211772555895694,0.0018650088570542783
async-diff-vm,15,0.020432639122009277,0.003826221854118677,0.0013691959060864263
async-diff-vm,16,0.021163058280944825,0.0044880635031694085,0.0016060328985316751
async-diff-vm,17,0.019509029388427735,0.003923425321976991,0.001403979720335395
async-diff-vm,18,0.017996549606323242,0.003660678288985328,0.001309956902102497
async-diff-vm,19,0.01771518389383952,0.003256704846525587,0.0011653968622845963
async-diff-vm,20,0.01974625587463379,0.004387588764398219,0.001570078475020521
async-diff-vm,21,0.01735050678253174,0.0031969305332586115,0.001144006898990604
async-diff-vm,22,0.01582191785176595,0.0018706555827883147,0.0006694055032105401
async-diff-vm,23,0.01493541399637858,0.0017637710960224714,0.0006311573808371836
async-diff-vm,24,0.018664304415384927,0.003563854894752367,0.001275309095453633
async-diff-vm,25,0.019872299830118813,0.0040526814282800605,0.0014502334239454794
async-diff-vm,26,0.019929925600687664,0.003871453168128938,0.0013853817239325857
async-diff-vm,27,0.020333202679951985,0.0037783326665990734,0.0013520589804199062
async-diff-vm,28,0.018580985069274903,0.004237217611517864,0.0015162688490325106
async-diff-vm,29,0.020980159441630047,0.003351406344034754,0.001199285357942586
async-single-vm,0,0.02572510242462158,0.005273677677286886,0.0018871613202428319
async-single-vm,1,0.02323766549428304,0.006545529440869973,0.002342287628711392
async-single-vm,2,0.02042512098948161,0.003461744426687121,0.0012387693337320255
async-single-vm,3,0.020597076416015624,0.002888559164786917,0.0010336576219848236
async-single-vm,4,0.020946033795674644,0.0034952593706235233,0.0012507625023929182
async-single-vm,5,0.018772411346435546,0.0030136853952782592,0.0010784334685156134
async-single-vm,6,0.021242523193359376,0.0032318476440115367,0.0011565018266027622
async-single-vm,7,0.019891190528869628,0.0029570295460412586,0.0010581594332430247
async-single-vm,8,0.01982549826304118,0.003572769093394084,0.0012784990004700246
async-single-vm,9,0.020408233006795246,0.0030008454907170332,0.0010738387676775406
async-single-vm,10,0.019173971811930337,0.003782336792156496,0.0013534918383486167
async-single-vm,11,0.018606940905253094,0.0034944686777765607,0.0012504795565914696
async-single-vm,12,0.019896546999613445,0.0029722636342877826,0.00106361088170978
async-single-vm,13,0.019165571530659994,0.0029235078387110816,0.0010461638443327531
async-single-vm,14,0.018541789054870604,0.003462607970476274,0.001239078348908331
async-single-vm,15,0.019607957204182944,0.0026553035018576057,0.0009501881549933826
async-single-vm,16,0.019238789876302082,0.00385671275294472,0.0013801069341023724
async-single-vm,17,0.019162869453430174,0.0055906491559553515,0.002000588107158456
async-single-vm,18,0.017614531517028808,0.003690545615998833,0.0013206447878111147
async-single-vm,19,0.018430709838867188,0.0030867080840607645,0.0011045643021014404
async-single-vm,20,0.019135944048563638,0.0030600464594212145,0.001095023562254693
async-single-vm,21,0.017997137705485024,0.0033265766758449333,0.0011904001752921362
async-single-vm,22,0.019274655977884927,0.003306566497770915,0.0011832396250303907
async-single-vm,23,0.017889825503031413,0.0034436611544840087,0.0012322983178805803
async-single-vm,24,0.017633938789367677,0.0036198551250756195,0.001295348520511006
async-single-vm,25,0.01844512621561686,0.0030758904409178816,0.001100693258218087
async-single-vm,26,0.01833651860555013,0.0026349612302090535,0.0009429087665722136
async-single-vm,27,0.018722057342529297,0.0032612862638833613,0.0011670363014309663
async-single-vm,28,0.01858205000559489,0.0033680515799741776,0.0012052417791259442
async-single-vm,29,0.018687915802001954,0.002573170050206689,0.0009207970767860042
sync-diff-vm,0,0.030164639155069988,0.0055200891386228395,0.001975338529233154
sync-diff-vm,1,0.028603760401407878,0.004304652205567035,0.0015404000085995745
sync-diff-vm,2,0.027655839920043945,0.004145872041504344,0.00148358125660579
sync-diff-vm,3,0.027460710207621256,0.0040715005793778595,0.001456967770677463
sync-diff-vm,4,0.023539296785990396,0.003682868659573866,0.0013178976242359149
sync-diff-vm,5,0.024461396535237632,0.004340828046170861,0.0015533453669040534
sync-diff-vm,6,0.025166082382202148,0.003591645810801477,0.001285253947041335
sync-diff-vm,7,0.025037280718485513,0.004517993525272395,0.001616743219389932
sync-diff-vm,8,0.02441128094991048,0.004415015284410999,0.0015798929291613005
sync-diff-vm,9,0.023292732238769532,0.004201955380715442,0.00150365042179673
sync-diff-vm,10,0.023499075571695963,0.004157420669373568,0.0014877138800140316
sync-diff-vm,11,0.023506728808085124,0.00407221346387709,0.0014572228731192644
sync-diff-vm,12,0.024049003918965656,0.004038404301597823,0.0014451244197765355
sync-diff-vm,13,0.023679645856221516,0.004296411394222276,0.001537451072132671
sync-diff-vm,14,0.02417881488800049,0.0037596830204922427,0.0013453852902699358
sync-diff-vm,15,0.02363005479176839,0.004829256607134472,0.0017281272827428305
sync-diff-vm,16,0.023342100779215495,0.004849227032103785,0.0017352736075387533
sync-diff-vm,17,0.022675863901774087,0.003877536407861213,0.0013875585833136505
sync-diff-vm,18,0.022693689664204916,0.004099851243427616,0.0014671129255147272
sync-diff-vm,19,0.022284205754597983,0.005184736652071945,0.0018553341831215639
sync-diff-vm,20,0.0225798765818278,0.004624016733197538,0.0016546831370883774
sync-diff-vm,21,0.021852954228719076,0.004089280962697754,0.0014633303991340542
sync-diff-vm,22,0.022411163647969565,0.004174550094761165,0.0014938435661661991
sync-diff-vm,23,0.024071455001831055,0.00407631477134792,0.0014586905071490624
sync-diff-vm,24,0.02111223538716634,0.004228696871346317,0.0015132197413214273
sync-diff-vm,25,0.020704046885172526,0.0043884201691679935,0.0015703759893964454
sync-diff-vm,26,0.022049951553344726,0.002951508039529694,0.0010561835875133984
sync-diff-vm,27,0.02070452372233073,0.004034256859870223,0.001443640276814974
sync-diff-vm,28,0.02227141857147217,0.0046139643223779125,0.001651085928075075
sync-diff-vm,29,0.022489746411641438,0.004322254496968462,0.0015466989076816106
sync-single-vm,0,0.03265280723571777,0.00469807188476364,0.0016811834327363597
sync-single-vm,1,0.028865583737691245,0.004894616049843649,0.001751515858939782
sync-single-vm,2,0.027702824274698893,0.004212309709293054,0.001507355670692185
sync-single-vm,3,0.027014986673990885,0.0047602342353510905,0.00170342794421063
sync-single-vm,4,0.02779573599497477,0.004860670792314513,0.001739368704537349
sync-single-vm,5,0.026395702362060548,0.004005832594198117,0.0014334687839754078
sync-single-vm,6,0.026614705721537273,0.0038958189800447746,0.0013941009177471638
sync-single-vm,7,0.025187190373738608,0.004007040098851922,0.0014339008839663666
sync-single-vm,8,0.02727513313293457,0.0032225398406894898,0.0011531710719604286
sync-single-vm,9,0.025595450401306154,0.004251654714780182,0.001521435100085422
sync-single-vm,10,0.024776983261108398,0.003820950268988515,0.0013673094935745553
sync-single-vm,11,0.022780466079711913,0.0035914550834854307,0.0012851856961478257
sync-single-vm,12,0.023540600140889486,0.004015854945140435,0.0014370552361997638
sync-single-vm,13,0.024082557360331217,0.0037705157030184823,0.001349261715927506
sync-single-vm,14,0.023235217730204264,0.004051385244837328,0.0014497695906574499
sync-single-vm,15,0.023447696367899576,0.004052857072219145,0.0014502962773218627
sync-single-vm,16,0.023598686854044596,0.004523379627341335,0.001618670611262052
sync-single-vm,17,0.025032774607340495,0.009869498427281553,0.0035317546543241264
sync-single-vm,18,0.0217802365620931,0.004130484744440534,0.0014780749830678806
sync-single-vm,19,0.02238334814707438,0.0043248301978292695,0.001547620610397339
sync-single-vm,20,0.020801536242167153,0.004360752888672919,0.0015604753802235549
sync-single-vm,21,0.02102507750193278,0.0039032393998181857,0.0013967562808605864
sync-single-vm,22,0.022079610824584962,0.004611414760319041,0.0016501735790094916
sync-single-vm,23,0.022220023473103843,0.0045778260327361655,0.0016381540072098006
sync-single-vm,24,0.02155633767445882,0.004216157374265888,0.0015087325399197563
sync-single-vm,25,0.023540258407592773,0.004161114578755659,0.0014890357285100798
sync-single-vm,26,0.02263499895731608,0.004305423580124246,0.0015406760414398174
sync-single-vm,27,0.02112290064493815,0.004245131608600103,0.0015191008365175323
sync-single-vm,28,0.022692155838012696,0.0040323932739090036,0.001442973401143352
sync-single-vm,29,0.023317813873291016,0.004073110263388892,0.0014575437887030843
